,Unnamed: 0,Unnamed: 0.1,date,country,lang,content,label,id,translated_tweets,tokenized_content
890,890,890,2018-09-24 07:19:27+00:00,Cyprus,en,"The Lala Mustafa Pasha #Mosque, originally known as the #Cathedral of Saint #Nicholas and later as the #Ayasofya Mosque of #Mağusa, is the largest #medieval building in #Famagusta,… https://t.co/eUKX6dny4f",,1.04e+18,"The Lala Mustafa Pasha #Mosque, originally known as the #Cathedral of Saint #Nicholas and later as the #Ayasofya Mosque of #Mağusa, is the largest #medieval building in #Famagusta,… https://t.co/eUKX6dny4f",lala mustafa pasha #mosque originally know #cathedral saint #nicholas later #ayasofya mosque #mağusa large #medieval building #famagusta
891,891,891,2021-10-28 13:55:34+00:00,Ireland,en,"@AhmadiMuslim7 @Aneeqah_J @Akhund_Bilal1 Oh please, you don't know me at all; anything I know or believe is based upon the Quran, sunnah, and the teaching of the promised Messiah (as) and Khalafat.",,1.45e+18,"@AhmadiMuslim7 @Aneeqah_J @Akhund_Bilal1 Oh please, you don't know me at all; anything I know or believe is based upon the Quran, sunnah, and the teaching of the promised Messiah (as) and Khalafat.",please know anything know believe base upon quran sunnah teach promise messiah khalafat
892,892,892,2021-07-29 14:28:54+00:00,United Kingdom,en,"It depends who you are doing Qurbani for &amp; why? 
If you are fulfilling the Sunnah of Ibrahim AS, &amp; to please Allah. Then it’s not about the money but shedding the blood 🩸of an animal in His name. You can’t possibly say: let’s not pray and give that time to visit the sick! Can u? https://t.co/xnycJjs3gJ",,1.42e+18,"It depends who you are doing Qurbani for &amp; why? 
If you are fulfilling the Sunnah of Ibrahim AS, &amp; to please Allah. Then it’s not about the money but shedding the blood 🩸of an animal in His name. You can’t possibly say: let’s not pray and give that time to visit the sick! Can u? https://t.co/xnycJjs3gJ",depends qurbani fulfil sunnah ibrahim please allah money shed blood rop_of_blood animal name possibly say let pray give time visit sick
893,893,893,2018-12-25 23:33:46+00:00,United Kingdom,en,"@DontBluffMe77 @CraigCons Besides, that goes against The Quran. 

Your duty is only to give warning: you are not their keeper. 88:21-22

There shall be no compulsion in religion. 2:256

Let him who will, believe in it, and him who will, deny it. 18:29 

Would you then force people to have faith? 10:99",,1.08e+18,"@DontBluffMe77 @CraigCons Besides, that goes against The Quran. 

Your duty is only to give warning: you are not their keeper. 88:21-22

There shall be no compulsion in religion. 2:256

Let him who will, believe in it, and him who will, deny it. 18:29 

Would you then force people to have faith? 10:99",besides go quran duty give warning keeper shall compulsion religion let believe deny would force people faith
894,894,894,2021-11-24 12:13:39+00:00,Cyprus,en,"On this Friday We will have another space discussing “Learning new skills and land to your first remote job” 

It’s our pleasure to have Muhammad maaz @hey_maaz from Pakistani 🇵🇰 13 years old programmer 

We will start around 09:00 PM EAT

https://t.co/9m6VuXuNsU

@mafolebaraka",,1.46e+18,"On this Friday We will have another space discussing “Learning new skills and land to your first remote job” 

It’s our pleasure to have Muhammad maaz @hey_maaz from Pakistani 🇵🇰 13 years old programmer 

We will start around 09:00 PM EAT

https://t.co/9m6VuXuNsU

@mafolebaraka",friday another space discuss learn new skill land first remote job pleasure muhammad maaz pakistani akistan year old programmer start around eat
895,895,895,2021-11-28 12:41:40+00:00,United Kingdom,en,"School CANCELS event with ISIS survivor saying would offend Muslims

So now we must conceal the truth because some people might be offended - even more reason to expose it I should have thought it it offends thought, think if the victims, not the criminal
 https://t.co/BIQBemgkct",,1.46e+18,"School CANCELS event with ISIS survivor saying would offend Muslims

So now we must conceal the truth because some people might be offended - even more reason to expose it I should have thought it it offends thought, think if the victims, not the criminal
 https://t.co/BIQBemgkct",school cancel event isi survivor say would offend muslim must conceal truth people might offend even reason expose think offends think think victim criminal
896,896,896,2019-08-31 06:38:47+00:00,Greece,en,"Since I’m vibing with this new Shawty! Ima go way harder! In my grind, and effort... #MashAllah",,1.17e+18,"Since I’m vibing with this new Shawty! Ima go way harder! In my grind, and effort... #MashAllah",since vibing new shawty ima way harder grind effort #mashallah
897,897,897,2018-12-12 10:20:39+00:00,Spain,en,Let's begin! First participants arriving to our #workshop against #Islamophobia through #wikipedia at @ObsBlanquerna @BlanquernaFCRI @AdescCeuta @Al_Fanar @afersreligiosos @mcodolar #p2pchallenge #bethekey https://t.co/NsUYxCU2Gk,,1.07e+18,Let's begin! First participants arriving to our #workshop against #Islamophobia through #wikipedia at @ObsBlanquerna @BlanquernaFCRI @AdescCeuta @Al_Fanar @afersreligiosos @mcodolar #p2pchallenge #bethekey https://t.co/NsUYxCU2Gk,let's begin first participant arrive #workshop #islamophobia #wikipedia #p2pchallenge #bethekey
898,898,898,2020-05-14 23:20:11+00:00,United Kingdom,en,The Night of Power🌙 (21st 23rd 25th 27th or 29th) Search For The Days of Laylatul Qadr. #Ramadan2020 #Quran #mosque #islam #makkah #medinah #dua #Peace #LaylatulQadr #gsm_mosque #Manchester https://t.co/9FMsI7HWSO,,1.26e+18,The Night of Power🌙 (21st 23rd 25th 27th or 29th) Search For The Days of Laylatul Qadr. #Ramadan2020 #Quran #mosque #islam #makkah #medinah #dua #Peace #LaylatulQadr #gsm_mosque #Manchester https://t.co/9FMsI7HWSO,night power crescent_moon 21st 23rd 25th 27th 29th search day laylatul qadr #ramadan2020 #quran #mosque #islam #makkah #medinah #dua #peace #laylatulqadr #gsm_mosque #manchester
899,899,899,2018-11-07 16:01:02+00:00,United Kingdom,en,"Gold Knot, ©Ian Garrett 2013. Acrylic on Canvas 12 x 10 inches.

 #Islamic #celticdesign #islamicchic #geometricart #islamicpopart #fineartprints #sacredgeometry… https://t.co/46FP9ib5op",,1.06e+18,"Gold Knot, ©Ian Garrett 2013. Acrylic on Canvas 12 x 10 inches.

 #Islamic #celticdesign #islamicchic #geometricart #islamicpopart #fineartprints #sacredgeometry… https://t.co/46FP9ib5op",gold knot copyright ian garrett acrylic canvas inch #islamic #celticdesign #islamicchic #geometricart #islamicpopart #fineartprints #sacredgeometry
900,900,900,2020-12-19 21:48:08+00:00,United States,en,Why I became Muslim ..? Full story https://t.co/CBhuxuqF14 #i4 #muslim #muslimah #muslimgirl https://t.co/wVBok7K4YN,,1.34e+18,Why I became Muslim ..? Full story https://t.co/CBhuxuqF14 #i4 #muslim #muslimah #muslimgirl https://t.co/wVBok7K4YN,become muslim full story #i4 #muslim #muslimah #muslimgirl
901,901,901,2018-12-30 18:08:18+00:00,Germany,de,@bbcarabicalerts Danke- Es wurden später- trotzdem die Medien meint wir 'Ägypten ist sicherer als USA- klar vor Silvester Touristen abschrecken.,,1.08e+18,@bbcarabicalerts Thank you- There were later- despite the media thinks we 'Egypt is safer than USA- clearly deter tourists before New Year's Eve.,thank later despite medium think egypt safe usa clearly deter tourist new year's eve
902,902,902,2021-10-27 17:57:46+00:00,United Kingdom,en,"THE PROPHET’S LOVE FOR PEOPLE

@Shaykh_Arif

#Islam #Love #Mawlid #Muhammad #TheProphet https://t.co/fM5sQ6Fs4n",,1.45e+18,"THE PROPHET’S LOVE FOR PEOPLE

@Shaykh_Arif

#Islam #Love #Mawlid #Muhammad #TheProphet https://t.co/fM5sQ6Fs4n",prophet love people #islam #love #mawlid #muhammad #theprophet
903,903,903,2021-11-29 21:56:46+00:00,United Kingdom,en,Baffles me how Anyone on that list beat Mo Salah. He’s been by far and away the best player on the planet in 2021. Not even close. https://t.co/kdVf0UWyNH,,1.47e+18,Baffles me how Anyone on that list beat Mo Salah. He’s been by far and away the best player on the planet in 2021. Not even close. https://t.co/kdVf0UWyNH,baffle anyone list beat salah far away best player planet even close
904,904,904,2021-11-20 21:14:55+00:00,Turkey,en,"I've been in Istanbul, Turkey the last few days, and took this photo of two women in front of a mosque.
I quite like it, but I'm kicking myself that I didn't take a few more seconds to recompose, and centre the spire of the dome between them! 
I guess with experience you learn..! https://t.co/1DF5JKCRQs",,1.46e+18,"I've been in Istanbul, Turkey the last few days, and took this photo of two women in front of a mosque.
I quite like it, but I'm kicking myself that I didn't take a few more seconds to recompose, and centre the spire of the dome between them! 
I guess with experience you learn..! https://t.co/1DF5JKCRQs",i've istanbul turkey last day take photo two woman front mosque quite like i'm kick take second recompose centre spire dome guess experience learn
905,905,905,2021-11-27 17:07:46+00:00,United Kingdom,en,"I'm an Islamist, a staunch supporter of political Islam preached by Syed Maududi, Syed Qutb and hold Pashtun Islamist leaders like Qazi Hussain Ahmad and Hikmatyar Sahab in high esteem but I have nothing but hate for Durrani. Haan je? https://t.co/u4KonnAGKt",,1.46e+18,"I'm an Islamist, a staunch supporter of political Islam preached by Syed Maududi, Syed Qutb and hold Pashtun Islamist leaders like Qazi Hussain Ahmad and Hikmatyar Sahab in high esteem but I have nothing but hate for Durrani. Haan je? https://t.co/u4KonnAGKt",i'm islamist staunch supporter political islam preach syed maududi syed qutb hold pashtun islamist leader like qazi hussain ahmad hikmatyar sahab high esteem nothing hate durrani haan
906,906,906,2021-08-24 04:13:26+00:00,Montenegro,en,Mother Nature’s beautiful! It can heal you in ways that you don’t know about ♥️ #Alhamdulillah #mashAllah 🧿 https://t.co/SrNrvOeSad,,1.43e+18,Mother Nature’s beautiful! It can heal you in ways that you don’t know about ♥️ #Alhamdulillah #mashAllah 🧿 https://t.co/SrNrvOeSad,mother nature beautiful heal way know heart_suit #alhamdulillah #mashallah nazar_amulet
907,907,907,2018-03-02 16:47:18+00:00,Egypt,en,"Today's sunset 💟
#sky #sunset #pure #beautiful #sun #blue #red #sunshine #nature #subhanallah… https://t.co/Pan2DVe0i6",,9.7e+17,"Today's sunset 💟
#sky #sunset #pure #beautiful #sun #blue #red #sunshine #nature #subhanallah… https://t.co/Pan2DVe0i6",today's sunset heart_decoration #sky #sunset #pure #beautiful #sun #blue #red #sunshine #nature #subhanallah
908,908,908,2021-11-15 16:45:13+00:00,United Kingdom,en,"Super turn out for Brick lane Big Clean up. Thank you everyone. Keeping our Street clean and safe  is a major priority, and something we should all do. Thank you @MayorJohnBiggs @THLP_ASMA and Brick lane Mosque, Banglatown Restaurants association &amp; Brick lane trust . https://t.co/HiJEMHYIdX",,1.46e+18,"Super turn out for Brick lane Big Clean up. Thank you everyone. Keeping our Street clean and safe  is a major priority, and something we should all do. Thank you @MayorJohnBiggs @THLP_ASMA and Brick lane Mosque, Banglatown Restaurants association &amp; Brick lane trust . https://t.co/HiJEMHYIdX",super turn brick lane big clean thank everyone keep street clean safe major priority something thank brick lane mosque banglatown restaurant association brick lane trust
909,909,909,2021-09-10 17:43:42+00:00,Spain,en,"#aljazeera Bonus Edition: Somalia hunger, Afghanistans women, life in #Gaza https://t.co/ifZUSH4fCn",,1.44e+18,"#aljazeera Bonus Edition: Somalia hunger, Afghanistans women, life in #Gaza https://t.co/ifZUSH4fCn",#aljazeera bonus edition somalia hunger afghanistan woman life #gaza
910,910,910,2018-11-01 17:10:34+00:00,United Kingdom,en,#mashallah Heaven been there https://t.co/OfA8NIi35b,,1.06e+18,#mashallah Heaven been there https://t.co/OfA8NIi35b,#mashallah heaven
911,911,911,2018-12-30 23:00:48+00:00,United Kingdom,en,"She might yet, if Western Governments listened to their native populations, and allied against Muslim attacks... Fat chance, I know, but my one wish for the New Year. https://t.co/bfxKj1NSll",,1.08e+18,"She might yet, if Western Governments listened to their native populations, and allied against Muslim attacks... Fat chance, I know, but my one wish for the New Year. https://t.co/bfxKj1NSll",might yet western government listen native population ally muslim attack fat chance know one wish new year
912,912,912,2021-04-27 10:14:58+00:00,United Kingdom,en,"This shows a power women posses!! determination, passion &amp; slaps across the faces of ppl who think hijab hinders women from succeeding &amp; achieving goal!!  #proudpakistan #femaleweightlifter #hijab #Islam #Pakistan and she is from Kansas-USA not Charsada. https://t.co/u4EEC5VWON",,1.39e+18,"This shows a power women posses!! determination, passion &amp; slaps across the faces of ppl who think hijab hinders women from succeeding &amp; achieving goal!!  #proudpakistan #femaleweightlifter #hijab #Islam #Pakistan and she is from Kansas-USA not Charsada. https://t.co/u4EEC5VWON",show power woman posses determination passion slap across face ppl think hijab hinders woman succeed achieve goal #proudpakistan #femaleweightlifter #hijab #islam #pakistan kansas-usa charsada
913,913,913,2021-11-28 15:49:36+00:00,United Kingdom,en,@BilalOswald2367 @stargayzer77 Fucking hell. That’ll be the day when I agree with the amoral perspectives of Muslims. It’s a savage religion followed by barbarians. Sharia law is primitive just like your beliefs.,,1.46e+18,@BilalOswald2367 @stargayzer77 Fucking hell. That’ll be the day when I agree with the amoral perspectives of Muslims. It’s a savage religion followed by barbarians. Sharia law is primitive just like your beliefs.,fuck hell day agree amoral perspective muslim savage religion follow barbarian sharia law primitive like belief
914,914,914,2021-05-25 16:58:51+00:00,United Kingdom,en,Islamic quote #Islam #quote #Muslim #Quran #WhereMuslimsStand #ISLAM__Religion_of__ethics  #Islamic #Islamophobia #Islamophobic #islamicquote #islamisation #Islamists #IslamicState #islamique #islamicquotes_organisation_hamas #IslamicState https://t.co/WESQfG2irJ,,1.4e+18,Islamic quote #Islam #quote #Muslim #Quran #WhereMuslimsStand #ISLAM__Religion_of__ethics  #Islamic #Islamophobia #Islamophobic #islamicquote #islamisation #Islamists #IslamicState #islamique #islamicquotes_organisation_hamas #IslamicState https://t.co/WESQfG2irJ,islamic quote #islam #quote #muslim #quran #wheremuslimsstand #islam__religion_of__ethics #islamic #islamophobia #islamophobic #islamicquote #islamisation #islamists #islamicstate #islamique #islamicquotes_organisation_hamas #islamicstate
915,915,915,2021-11-29 17:51:47+00:00,United Kingdom,en,@huz_O_ @hudaldn__ Subhanallah you’re a girl now?!,,1.47e+18,@huz_O_ @hudaldn__ Subhanallah you’re a girl now?!,subhanallah girl
916,916,916,2021-10-01 01:35:16+00:00,United Kingdom,en,"TRUST IN GOD
https://t.co/UJavZIAd7e

#Allah #Faith #Islam #Muhammadiyah #NahdlatulUlama #Naqshbandi #Quran #Scripture #Trust https://t.co/Vh9lrbkf0D",,1.44e+18,"TRUST IN GOD
https://t.co/UJavZIAd7e

#Allah #Faith #Islam #Muhammadiyah #NahdlatulUlama #Naqshbandi #Quran #Scripture #Trust https://t.co/Vh9lrbkf0D",trust god #allah #faith #islam #muhammadiyah #nahdlatululama #naqshbandi #quran #scripture #trust
